"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2021111378","99","1","UNKNOWN ADDRESS","","UNKNOWN CITY","ZZ","99999","UNKNOWN CARRIER","9999999999","","","","","","N","","","","","","","","","00","","","","9","2","","08"
"2021126237","02","99","1167 N WASHINGTON ST","","WILKESBARRE","PA","18705","WINGFOOT COMMERCIAL TIRE","5708554739","016001","","","","","","","","","","","","","","","","","","9","1","","99"
"2021038885","02","1","4315 PARKWOOD AVE.","","BALTIMORE","MD","21206","FOXX TRANSPORT LLC","4102204759","025950","","","","","N","","","","","","","","","","","","","","1","03506416","03"
"2021012239","99","4","RTE 715 S","PO BOX 213","REEDERS","PA","18352","JACKSON TOWNSHIP","9999999999","039000","","","","","N","","","","","","U","","","","","","","","2","","05"
"2021103063","02","0","511 NECK ROAD","","BURLINGTON","NJ","08016","TOTAL CENTER MAINTENANCE","6097470550","033000","","","","","N","","","","","","N","","A-8901685","","","","","","2","00753541","98"
"2021028353","99","1","164 E MAIN ST","","EMMAUS","PA","18049","CINTAS SERVICE TRANSPORTATION LL","9999999999","014990","","","","","N","","","","","","N","","","","","","","","2","","05"
"2021028078","05","1","3101 HEDLEY ST","","PHILADELPHIA","PA","19137","H&M INTERMODAL SERVICES","2155372340","080000","","","","","N","","","","","","N","","","","","","","","1","03068621","08"
"2021112921","05","1","5940 KOPETSKY DRIVE","","INDIANAPOLIS","IN","46217","HUB GROUP TRUCKING INC","8568706170","080000","","","","","N","","","","","","N","","","","","","","","2","02233376","08"
"2021021678","03","99","45 ERICK","","LANCASTER","PA","17601","SOUTH CENTRAL TRANSPORT","6109216101","","","","","","","","","","","","","","","","","","","","3","","13"
"2021040073","","99","4845 WILLIAM PENN HWY","","MONROEVILLE","PA","15146","ENTERPRISE","7243272500","","","","","","","","","","","","N","","","","","","","","1","02122684","99"
"2021065470","02","3","632 HUNT VALLEY","","NEW KENSINGTON","PA","15068","SWANK CONSTRUCTION COMPANY","7243356000","019500","","","","","N","","","","","","N","","A-00012391","","","","","","1","02145870","03"
"2021101488","02","99","1060 LEHIGH ST","","ALLENTOWN","PA","18103","LANTA","6107767433","010000","","","","","N","","","","","","N","","","","","","","","2","00001289","15"
"2021119074","99","2","2724 ROUTE 861","","RIMERSBURG","PA","16248","RICHARD BOOTH TRUCKING","8144738173","","3","","","","Y","1","","","","","","","","","","","","","2","00328463","08"
"2021078239","05","1","21600 DEQUINDRE ROAD","","WARREN","MI","48091","TL TRANSPORT","5866199581","000000","","","","","N","","","","","","N","","","","","","","","1","01969566","08"
"2022007079","02","1","8 ELLA GRASSO TPKE","","WINDSOR LOCKS","CT","06096","ENTERPRISE TRUCK RENTAL","8606278080","025999","","","","","N","","","","","","","","","","","","","","1","01841469","03"
"2022007079","05","1","113 WILKINS FARM RD","","PLYMOUTH","NC","27962","WHOOSH WORLDWIDE LLC","3475833169","080000","","","","","N","","","","","","","","","","","","","","2","03428200","08"
"2021023543","05","0","100 HILTON ST","","EASTON","PA","18042","WARD TRUCKING","6102509500","","","","","","N","","","","","","N","","A68795","","","","","","5","00084850","06"
"2021089256","02","8","1919 PROSPECT AVE","","SCRANTON","PA","185053309","TITO EXPRESS INC","5708001901","","","","","","N","","","","","","","","","","","","","","1","00334839","10"
"2021103082","03","1","UNKNOWN","","UNKNOWN","ZZ","999999","UNKNOWN","9999999999","080000","","","","","N","","","","","","N","","","","","","","","1","00000009","09"
"2021077715","02","1","133-53 127 STREET","","SOUTH OZONE PARK","NY","11420","VISHNU SAWH INC","7188463058","033000","","","","","N","","","","","","N","","","","","","","","3","01416279","03"
"2021077715","99","1","85 WAGARAW RD","","HAWTHORNE","NJ","07506","MAK LINK INC","9999999999","999999","","","","","N","","","","","","U","","","","","","","","4","","05"
"2021079620","04","1","1 RICH HILL RD","","CHESWICK","PA","15024","PITT OHIO","4122323015","999999","","","","","","","","","","","N","","","","","","","","2","00190180","08"
"2021112007","04","4","4030 SKYRON DR","SUITE H","DOYLESTOWN","PA","18902","ZAVETA CUSTOM HOMES","2153480882","080000","","","","","N","","","","","","","01","","00","","","","4","1","07799889","04"
"2021030964","05","1","500 N STATE ST","","YORK","PA","17403","FIRST CAPITAL FIBERS","7178129601","080000","","","","","N","","","","","","N","","0","","","","","","2","02044341","08"
"2021054867","05","3","700 N KEYSER AVE","","SCRANTON","PA","18504","BOLUS FREIGHT SYSTEMS","5703421903","080000","","","","","N","","","","","","N","","","","","","","","2","00038073","08"
"2021057639","02","99","6090 STANDING STONE RD","","HUNTINGDON","PA","16652","RILING BUSING INC","8146673465","016000","","","","","N","","","","","","N","","","","","","","","2","00999999","99"
"2021123480","03","0","525 E ARMSTRONG STREET","","PHILADELPHIA","PA","19144","BACK IN MOTION TRANSPORTATION","2676633230","080000","","","","","N","","","","","","","","","","","","","","2","03149413","08"
"2021124953","03","1","6007 HICKORY WAY","","LANESVILLE","IN","47136","MERCER TRANSPORTATION CO","8558845824","","","","","","N","","","","","","N","","","","","","","","2","00154712","08"
"2021021295","02","1","11690 NW 105 ST","","MIAMI","FL","33178","RYDER TRUCK RENTAL","3055003726","025000","","","","","N","","","","","","N","","","","","","","","2","00437317","09"
"2021025889","02","4","2700 WATER ST PO BOC 2886","","YORK","PA","17405","KINSLEY CONSTRUCTION INE","7177413841","026000","","","","","N","","","","","","N","","","","","","","","2","00207244","03"
"2021013828","02","1","1777 S PENNSYLVANIA AVE","","MORRISVILLE","PA","19067","SHADES OF GREEN","2154281323","025999","","","","","N","","","","","","N","","","","","","","","2","01279570","03"
"2021012791","02","8","1234 MARKET ST FL 14","","PHILADELPHIA","PA","19107","SEPTA","2155807800","999999","","","","","N","","","","","","N","","","","","","","","4","","13"
"2021106882","05","1","650 WESTTOWN ROAD","","WEST CHESTER","PA","19381","A. DUIE PYLE","8005235020","080000","","","","","N","","","","","","","","","","","","","1","2","00113594","08"
"2021100807","02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","025000","","","","","","","","","","","","","A-00976060","","","","","","1","","13"
"2021100714","02","2","352 SNYDER AVE","","WEST CHESTER","PA","19382","DAVID HICKMAN SEPTIC TANKS","6106963060","056000","","","","","N","","","","","","","","","","","","","","2","02552532","08"
"2021080131","03","1","919 WESTERN AVE","","WASHINGTON","PA","15301","VALLEY BULK TRUCKING LLC","7247457702","080000","","","","","N","","","","","","N","","","","","","","","2","01988414","08"
"2021094112","99","1","34 SILVER BIRCH LN","","LEVITTOWN","PA","19055","HYTEK ENERGY LLC","9999999999","010050","","","","","N","","","","","","","","","","","","","","1","","05"
"2021094112","06","1","1 MONROE ST","","BRISTOL","PA","19007","GENERAL DOORS CORPORATION","2157889277","000055","","","","","N","","","","","","","","","","","","","","2","00036989","08"
"2021063069","02","7","800 LINDEN STREET","","SCRANTON","PA","18510","THE UNIVERSITY OF SCRANTON","5709060329","021000","","","","","N","","","","","","N","","N/A","","","","","","1","00000000","03"
"2021058409","02","1","18 HENLEY RD","","WYNNEWOOD","PA","19131","FEDEX/SFC DELIVERY SERVICES","9999999999","","","","","","N","","","","","","","","","","","","","","2","","03"
"2021120730","02","1","700 KEYSTONE INDUSTRIAL PARK","","DUNMORE","PA","18512","UNITED PARCEL SERVICES INC","8002251659","022100","","","","","N","","","","","","N","","","","","","","","3","00021800","03"
"2021027883","04","4","937 MT PLEASANT AVE","","WAYNE","PA","19087","PINDER TRUCKING","6104822307","999999","","","","","N","","","","","","N","","999999","","","","","","2","00099999","04"
"2021088651","03","2","4001 EAST FIFTH AVE","","COLUMBUS","OH","43219","VERTEX","6145546924","080000","","","","","N","","","","","","N","","","","","","","","2","01094713","04"
"2021076625","04","7","159 TCI PARK DRIVE","","GROVE CITY","PA","16127","TRI COUNTY INDUSTRIES","7247484705","073280","","","","","N","","","","","","N","","","","","","","","1","00208600","04"
"2021034035","03","4","4494 SKIPPACK PK","PO BOX 1112","SKIPPACK","PA","19474","BLLUE TREE LANDSCAPING","6106390292","027000","","","","","N","","","","","","N","","","","","","","","1","99999999","04"
"2021092355","02","2","5695 WEST US 6","","KENDALLVILLE","IN","46755","AMEIGAS","8004274968","033000","3","","","","Y","1","","","","","","02","","00","","","","1","1","00388004","09"
"2021077199","05","4","277 PINE ST","","NEW COLUMBIA","PA","17856","NICHOLAS TRUCKING","5704126547","040000","","","","","N","","","","","","N","","","","","","","","2","02107481","08"
"2021099928","05","1","PO BOX 279010","","DALLAS","TX","75227","STEVENS TRANSPORT","9722169000","008000","","","","","N","","","","","","N","","","","","","","","1","00079466","08"
"2021099928","05","1","1522 MYRTLE AVE","","WHITING","IN","46493","MOST LOGISTICS","2195013330","080000","","","","","N","","","","","","N","","","","","","","","2","03112411","08"
"2021125728","99","0","6287 LINCOLN HWY","","WRIGHTSVILLE","PA","17368","SWF INDUSTRIAL","9999999999","016500","","","","","N","","","","","","","","","","","","","","2","","02"
"2021068967","03","2","123 PENNA AVE","","KEARNY","NJ","07032","MECCA TRANS INC","7186073595","080000","","","","","N","","","","","","N","","","","","","","","1","01823279","08"
"2021081637","03","1","100 ILLINOIS ST  SUITE 200","","ST CHARLES","IL","60174","CARDINAL LOGISTICS MANAGEMENT CO","7047892000","080000","","","","","N","","","","","","N","","A-00000000","","","","","","2","00191496","08"
"2021058736","99","7","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","026000","","","","","N","","","","","","N","","","","","","","","1","","99"
"2021090692","99","99","UNKNOWN","","UNKNOWN","ZF","999999","UNKNOWN","9999999999","080000","","","","","","","","","","","U","","","","","","","","3","09999999","08"
"2021011101","02","1","1019 FLAXMILL ROAD","","HUNTINGTON","IN","46750","DFA DAIRY BRANDS TRANSPORTATION","2603564225","026000","","","","","N","","","","","","N","","","","","","","","2","03421178","03"
"2021087797","04","99","6354 LINCOLN HWY W","","THOMASVILLE","PA","17364","IRAG STAG CRANE SERVICES","7177920219","099500","","","","","N","","","","","","N","","","","","","","","1","02588101","04"
"2021021586","03","6","2200 S. 75TH AVE","","PHOENIX","AZ","85043","SWIFT TRANSPORTATION CO OF ARIZO","6022699700","080000","","","","","N","","","","","","N","","","","","","","","1","00054283","09"
"2021012135","03","4","170 PA-519","","EIGHTY FOUR","PA","15330","PENNDOT","7242234480","066000","","","","","N","","","","","","N","","","","","","","","2","","04"
"2021022984","03","4","724 TYSON AVE","","PHILADELPHIA","PA","19111","DORNELAS CONSTRUCTION","2154255443","073280","","","","","N","","","","","","N","","","","","","","","2","02827200","04"
"2021068758","01","1","794 KURTZ MILL ROAD","","MOHNTON","PA","19540","GREEN HILLS AUCTION","6108565000","","","","","","N","","","","","","N","","","","","","","","1","","02"
"2021042781","02","3","58 N DONNERVILLE RD","","MOUNTVILLE","PA","17554","PATRIOT ST DENIS TOWING","7172850100","019500","","","","","N","","","","","","N","","","","","","","","1","01138494","03"
"2021014387","01","4","EQUIP 188-2072 17TH & ARSENAL","","HARRISBURG","PA","17120","PENNDOT","5704243024","058400","","","","","N","","","","","","N","","","","","","","","2","01882072","09"
"2021053462","02","7","101 E. BRUBAKER VALLEY ROAD","","LITITZ","PA","17542","WASTE IN TIME INC","7178928128","033000","","","","","N","","","","","","N","","","","","","","","1","02951136","03"
"2021086053","03","0","900 S. 5TH AVE","","SCRANTON","PA","18504","ANTHRACITE","5702078759","","","","","","N","","","","","","N","","","","","","","","1","01887172","04"
"2021107003","05","99","713 W FAIRMONT ST","","COOPERSBURG","PA","18036","CSABA HACKER DBA HACKER LLC","4842395171","080000","","","","","N","","","","","","","","","","","","","","2","00018637","08"
"2021014087","02","7","1010 MCCLELLANDTOWN RD","","MCCLELLANDTOWN","PA","15458","JIM COLLINS SERVICES LLC.","7244259749","033000","","","","","N","","","","","","N","","","","","","","","1","","03"
"2021067243","04","4","310 HILL ROAD","","HAMBURG","PA","19256","DIETRICK TRUCKING, INC.","6105870391","073280","","","","","N","","","","","","","","","","","","","","1","02257466","04"
"2021067243","04","1","PO BOX 25612","","RICHMOND","VA","23260","ESTES EXPRESS LINES","6108428486","080000","","","","","N","","","","","","N","","","","","","","","2","00121018","08"
"2021015873","05","1","2555 AV DOLLARD BLDG 8","","LASALLE","QC","H8N3A","ENERGY FRESH EXPRESS TRUCKIN INC","5143639555","","","","","","N","","","","","","","","","","","","","","2","02779554","08"
"2021006001","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","0000000000","999999","","","","","N","","","","","","U","","","","","","","","2","01836511","99"
"2021070389","05","1","6675 LOW STREET","","BLOOMSBURG","PA","17815","METROPOLITAN TRUCKING INC","8009672338","080000","","","","","N","","","","","","N","","","","","","","","2","00039717","08"
"2021016056","05","1","350 COUNTY RD","","JERSEY CITY","NJ","07307","GOYA FOODS INC","2013484900","080000","","","","","N","","","","","","N","","","","","","","","3","00023451","08"
"2021009568","02","1","2619 SCHOENECK RD","","MACUNGIE","PA","18062","QUALITY FIRST TRUCK & TRAILER RE","6108062549","014500","","","","","N","","","","","","N","","","","","","","","2","03246832","03"
"2021091156","01","1","1607 READING CIRCLER","","HUNTINGDON VALLEY","PA","19006","ROBERT GOODMAN INC","2154551000","006740","","","","","N","","","","","","N","","PA 05671","","","","","","2","","02"
"2021079547","05","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","","","","","","","1","99999999","08"
"2021113684","99","99","UNK","","UNK","PA","99999","I HART HARVEST INC","9999999999","010400","","","","","","","","","","","","","","","","","","","1","","99"
"2021041678","99","99","137 MALLARD DRIVE","","EAST HARTFORD","CT","06118","MCNEIL TRANSPORTATION LLC","8608150728","080000","","","","","N","","","","","","N","","","","","","","","1","02597583","08"
"2021077732","05","1","2000 BENNETT RD","","PHILADELPHIA","PA","19116","N TRANS INC.","2676862191","080000","","","","","N","","","","","","N","","","","","","","","1","02171423","08"
"2021115680","99","99","UNK","","UNK","PA","99999","SPRING GARDEN COMMUNITY DEV CO","9999999999","011000","","","","","","","","","","","","","","","","","","","4","","99"
"2021112382","05","2","17550 FRITZ DRIVE","","LANSING","IL","60438","TRIMAC TRANSPORTATION INC","7084745390","080000","","","","","N","","","","","","N","","","","","","","","2","00036431","08"
"2021009612","02","1","191 PENNSYLVANIA AVE","","PATTERSON","NJ","07503","DING MOO LLC","9738184695","033000","","","","","N","","","","","","N","","","","","","","","1","01897344","03"
"2021053987","02","4","64 PROGRESS AVE","64 PROGRESS AVE","CRANBERRY TWP","PA","16066","ROBERT BEAIL INC","7249239818","001900","","","","","N","","","","","","N","","","","","","","","2","02133119","03"
"2021057795","03","0","729 OLD LOGISTICS LLC","","MECHANICSBURG","PA","17055","ATZ LOGISTICS LLC","7084307800","012000","","","","","N","","","","","","N","","","","","","","","1","01671677","04"
"2021114961","05","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","N","","","","","","","","1","00099999","08"
"2021103959","03","2","281 BOWMANS MILL ROAD","","ORANGEVILLE","PA","17859","TOM BOWMAN","5704419178","000000","","","","","N","","","","","","N","","A-00113033","","","","","","2","00457429","08"
"2021106901","03","1","25211 ELKMONT AVE","","BELLEROSE","NY","11426-2638","RIKHA LLC","6466411973","080000","","","","","N","","","","","","N","","","","","","","","1","03559662","08"
"2021099977","03","8","1234 MARKET ST.","","PHILADELPHIA","PA","19107","SEPTA","2155807800","026000","","","","","N","","","","","","","02","","00","","","","4","2","","13"
"2022000274","03","99","2800 POTTSVILLE PIKE","","TEMPLE","PA","19560","METROPOLITAN EDISON COMPANY","6109296920","039000","","","","","N","","","","","","N","","","","","","","","1","00410579","04"
"2021020167","05","1","UNKNOWN","","UNKNOWN","ZZ","00000","UNKNOWN","9999999999","","","","","","N","","","","","","U","","","","","","","","2","00999999","06"
"2021052999","05","1","649 E CLOVERLY RD","","FREMONT","NE","68025","HIRSCHBACH MOTOR LINES INC","4024042000","040000","","","","","N","","","","","","N","","","","","","","","4","00065769","08"
"2021021161","99","99","9229 MOUNTAIN ROAD","","GRANTVILLE","PA","17028","TRAXX AND CONCRETE LLC","7176440289","","","","","","","","","","","","N","","","","","","","","2","03433763","99"
"2021018463","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","099999","","","","","","","","","","","U","","","","","","","","1","00999999","99"
"2021021792","05","1","8007 TORRENT WAY","","BAKERSFIELD","CA","93313","ROAD LINER LLC","6612016389","080000","","","","","N","","","","","","N","","","","","","","","1","02483584","08"
"2021021792","05","1","153 SMITH TRANSPORT DRIVE","","ROARING SPRING","PA","16673","SMITH TRANSPORT","8142245155","062462","","","","","N","","","","","","N","","","","","","","","2","00246204","08"
"2021096715","02","8","573 BRADDOCK AVE","","EAST PITTSBURGH","PA","15112","PRN TRANSIT SERVICE","4128242181","014000","","","","","N","","","","","","","99","","00","","","","2","1","02432891","13"
"2021098059","04","4","4018 HIGH RD","","KEMPTON","PA","19529","RS SNYDER ENTERPRISES INC","6102852411","073280","","","","","N","","","","","","","02","A00114683","00","","","","9","1","00339141","04"
"2021088901","03","1","2401 E 151ST AVE","","LUTS","FL","33549","RED DIAMOND TRANSPORTATION SERVI","8134421114","080000","","","","","N","","","","","","N","","","","","","","","1","03072660","08"
"2021083291","02","4","13374 BOOT JACK RD","","RIDGWAY","PA","15853","ALLEGHENY CONTRACTING, LLC","8147722524","","","","","","N","","","","","","","","","","","","","","1","00000035","99"
"2021071300","05","1","9600 FOREST LN APT 2116","","DALLAS","TX","75243","SALEX TRUCKING","5107593270","080000","","","","","N","","","","","","N","","","","","","","","1","03105189","08"
"2021038206","04","4","210 HOWARD AVE","","HAMBURG","PA","19526","DICK WESSNER","6105628512","013000","","","","","N","","","","","","N","","","","","","","","2","00006152","04"
"2021062681","03","7","17 INDUSTRIAL PARK ROAD","","LAKE ARIEL","PA","18436","COUNTY WASTE OF PENNSYLVANIA LLC","8008321332","999999","","","","","N","","","","","","","","","","","","","","1","","04"
