"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2022005380","03","8","239 OLD RIVER ROAD","","WILKESBARRE","PA","18702","FRANK MARTZ COACH COMPANY","9999999999","","","","","","","","","","","","","","","00","","","","9","1","","14"
"2022062073","02","0","1311 PHILADELPHIA ST","","N CAMBRIA","PA","15714","MED VAN TRANSPORTATION","8886330039","","","","","","N","","","","","","","","A00112962","00","","","","4","1","","00"
"2022057326","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","","","","","","","","99","","00","","","","9","2","","99"
"2022117995","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","9","2","","13"
"2022121888","02","3","109 DYMOND AVE","","FAYETTEVILLE","PA","17222","TERRY BULGER","7173523400","","","","","","N","","","","","","","99","","00","","","","9","4","","03"
"2022100524","99","99","455 WOODBOURNE ROAD","","LANGHORNE","PA","19047","TAM TRANSPORT INC","4847698147","999999","","","","","","","","","","","","99","","00","","","","9","1","","99"
"2022019010","03","1","2796 RT 328","","MILLERTON","PA","169369644","KECK'S FOOD SERVICE INC","5705372515","","","","","","N","","","","","","","","","00","","","","9","1","00462501","04"
"2022073685","05","2","8440 S TABLER RD","","MORRIS","IL","60450","A & R TRANSPORT INC","8005428058","080000","","","","","N","","","","","","","","","00","","","","1","1","00138986","08"
"2022074287","05","3","8555","STUBENVILLE PIKE","IMPERIAL","PA","15126","GOLDEN TRIANGLE CONSTRUCTION","7248282800","","","","","","N","","","","","","","","","00","","","","1","3","02088033","08"
"2022017267","05","1","355 DAVIDSON MILL RD","","JAMESBURG","NJ","08831","FOOD HAUL E RS INC","9088231027","080000","","","","","N","","","","","","","01","","00","","","","1","2","00212340","08"
"2022011322","03","0","UNKNOWN","","UNKNOWN","ZZ","99999","GREEN HAUL LOGISTICS","9999999999","999999","","","","","N","","","","","","","","9999999999","00","","","","9","1","03544579","04"
"2022011322","99","99","2052 LUCON RD P O BOX 196","","SKIPPACK","PA","19474","H &K GROUP INC","2676420225","999999","","","","","N","","","","","","","99","9999999999","00","","","","9","2","99999999","99"
"2022096875","03","8","415 REBECCA ST","","MCKEESPORT","PA","15221","SUN COACH LINES LLC","4126640911","","","","","","N","","","","","","","","A-6423333","00","","","","2","1","00185303","12"
"2023021499","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","","99","","00","","","","9","2","99999999","08"
"2022075699","03","2","305 MICRO DR","","JONESTOWN","PA","17038","PPC LOGISTICS INC","8007725823","080000","2","","","","Y","1","","","","","","99","A-8916566","00","","","","1","2","02511368","09"
"2022078777","03","3","745 GREYMONT ST","","PHILADELPHIA","PA","19116","NYC TRUCKING","2679166600","080000","","","","","N","","","","","","","01","","00","","","","1","2","03146967","08"
"2022086338","99","3","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","","99","","00","","","","9","1","00009999","99"
"2022124106","04","0","5873 GENESSE STREET","","LANCASTER","NY","14086","ERIE LOGISTICS LLC","7165752250","","","","","","N","","","","","","","99","","00","","","","1","1","01043805","08"
"2022030534","03","99","2363 PAXTONVILLE RD","","MIDDLEBURG","PA","17842","MATTHEW SCOTT ULMER","5708479400","007200","","","","","N","","","","","","","","","00","","","","9","1","02293278","04"
"2022052196","02","1","418 CREAMERY WAY","","EXONT","PA","19341","AGUER FABRICATION INC","4848751973","025999","","","","","N","","","","","","","01","","00","","","","2","1","00274706","03"
"2022068008","02","99","3785 FOREST INN RD","","PALMERTON","PA","18071","PALMERTON GARAGE DOOR","9999999999","013200","","","","","N","","","","","","","99","","00","","","","9","1","","99"
"2022121028","06","2","2429 NORTH 30TH","","ENID","OK","73701","COMPLETE ENERGY SERVICES LLC","6822018601","066000","","","","","N","","","","","","","02","","00","","","","1","1","01316458","04"
"2022006926","02","8","7130 E STATE ST","","HERMITAGE","PA","16148","WATSONS INC","7243466514","003200","","","","","N","","","","","","","02","A00100199","00","","","","2","2","00033126","12"
"2022045642","05","1","10299 S KENT DR SW","","BYRON CENTER","MI","49315","VAN EERDEN","9999999999","080000","","","","","N","","","","","","","01","","00","","","","1","1","00179734","08"
"2022096714","99","99","UNK","","LANCASTER","PA","99999","LANCASTER FAMILY FARM","9999999999","999999","","","","","","","","","","","","","","00","","","","9","2","","99"
"2022100298","02","98","1301 FRANKSTOWN RD.","","JOHNSTOWN","PA","15902","GREATER JOHNSTOWN YELLOW CAB INC","8145354584","","","","","","N","","","","","","","","A-00098496","00","","","","2","2","","01"
"2022107296","99","1","2851 OLD TREE DR","","LANCASTER","PA","17603","KEGELS PRODUCE","9999999999","999999","","","","","","","","","","","","01","","00","","","","9","2","","98"
"2022026976","02","4","700 MILLERS RUN ROAD","","CUDDY","PA","15031","GROWING SEASONS LANDSCAPING","4122962057","","","","","","","","","","","","","02","","00","","","","9","1","02084796","03"
"2022074924","03","1","3817 CROSSWICKS SQUARE RD, # 1","","HAMILTON","NJ","08691","KG2 SERVICES INC","9739023796","080000","","","","","N","","","","","","","01","","00","","","","1","1","00265752","08"
"2022084218","02","1","1000 MAIN ST","","GREENSBURG","PA","15601","SOUTH MAIN TRUCKING","7248344321","080000","","","","","N","","","","","","","02","","00","","","","1","2","00696383","03"
"2022112972","02","7","414 GRANT ST","","PITTSBURGH","PA","15219","CITY OF PITTSBURGH","4122552640","","","","","","","","","","","","","","","00","","","","3","2","","98"
"2022098278","99","99","3501 ISLAND AVE","","PHILADELPHIA","PA","19153","THE GIANT COMPANY","9999999999","","","","","","","","","","","","","99","","00","","","","9","2","","99"
"2022092515","03","99","3050 BRETON RD SE","","GRAND RAPIDS","MI","495121748","SWEET EXPRESS LLC","6162419200","080000","","","","","N","","","","","","","","","00","","","","4","2","","04"
"2022110488","03","1","92 WASHBURNS LN","","STONY POINT","NY","10980","CHOUHAN TRANSPORT INC","8454670055","080000","","","","","N","","","","","","","","","00","","","","1","1","03405468","08"
"2022110488","03","1","18 SUMMER STREET","","PASSAIC","NJ","07055","WHOSE NEXT TRANSPORTATION","9736192419","080000","","","","","N","","","","","","","99","","00","","","","1","2","03639912","08"
"2023007600","05","3","27500 RIVERVIEW CENTER BLVD BL","","BONITA SPRINGS","FL","34134","HERC RENTALS","2393011000","080000","","","","","N","","","","","","","","","00","","","","1","2","00372163","08"
"2022008982","02","1","740 LANCASTER ROAD","","READING","PA","19607","BILLS EMERGENCY ROADSIDE SERVI","9999999999","","","","","","","","","","","","","","","00","","","","9","1","","03"
"2022035960","03","1","23 PIERCE AVE","","OAK RIDGE","NJ","07438-8923","SEGURA TRANSPORTATION LLC","8622732461","026000","","","","","N","","","","","","","","","00","","","","1","2","03540951","09"
"2022068790","05","1","200 OWEN PARKWAY CIR","","CARTER LAKE","IA","51510","CRESCO CAPITAL INC","9292467001","080000","","","","","N","","","","","","","99","","00","","","","1","1","02552481","08"
"2022100854","03","1","1100 THOMPSON PARK DR.","","CRANBERRY TWP","PA","16066","ROLLING FRITO LAY SALES LP","7247795000","000000","","","","","N","","","","","","","99","","00","","","","4","2","00012345","00"
"2022097586","04","1","410 SOUTHPORT DR","","MORRISVILLE","NC","27560","ESTES EXPRESS","7177790055","008000","","","","","N","","","","","","","","","00","","","","9","2","00121018","08"
"2022098669","03","4","1251 RUSSELLTON RD.,","","CHESWCK","PA","15024","DAVID TESONE GROUP INC","7242742250","080000","","","","","N","","","","","","","01","A-00109950","00","","","","4","2","00507931","09"
"2022018378","03","2","10 DUNKLEE RD SUITE 14","","BOW","NH","03304","DIESEL DIRECT INC","8889007787","055000","3","","","","Y","1","","","","","","","","00","","","","1","1","","04"
"2022037525","02","1","7924 FAYETTE ST","","PHILADELPHIA","PA","19150","S&L DURHAM DISTRIBUTION INC","2152337077","014000","","","","","N","","","","","","","","","00","","","","2","1","06522875","03"
"2022060923","99","99","6963 HEARTH LN","","MACUNGIE","PA","18062","FLOC TRANSPORTATION","4847649443","","","","","","N","","","","","","","","","00","","","","9","2","03128431","08"
"2022045924","03","8","127 EAST 14TH STREET","PO BOX 20","ERIE","PA","16512","ERIE METROPOLITAN TRANSIT AUTH","8144523515","","","","","","N","","","","","","","99","","00","","","","4","1","","13"
"2022048019","99","8","470 S STATE ST","","NEWTOWN","PA","18940","FIRST STUDENT INC","9999999999","016000","","","","","N","","","","","","","","","00","","","","9","2","","15"
"2022075166","02","1","40 HOLLEY AVE STE 2","","BRADFORD","PA","16701","TOR & REBECCA KAYE SWANSON","8143686825","","","","","","N","","","","","","","99","","00","","","","9","2","","03"
"2022107803","02","8","406 MAGNOLIA ST","","NORTHERN CAMBRIA","PA","15714","TRI COUNTY TRANSPORT INC","8149486537","","","","","","N","","","","","","","","","00","","","","4","1","","12"
"2022111728","03","99","76 S MAIN ST","","AKRON","OH","44308","PENELEC","8005457741","080000","","","","","N","","","","","","","","","00","","","","9","1","00408529","09"
"2022036813","02","1","5581 S PROSPECT ST","","RAVENNA","OH","3662","J A ENGLISH INC.","3304480078","005225","","","","","N","","","","","","","01","9999999999","00","","","","1","1","99999999","98"
"2022025000","99","99","7 CHELSEA PARKWAY","","BOOTHWYN","PA","19061","LEN THE PLUMBER LLC","2154878458","009900","","","","","N","","","","","","","99","","00","","","","9","1","99999999","99"
"2022040467","02","2","1894 ROUTE 286 HWY EAST","","INDIANA","PA","15701","DEYARMIN SANITATION","7248409413","032000","","","","","N","","","","","","","99","","00","","","","4","1","02137693","09"
"2022085376","02","8","11 E BROAD STREET","","TRUMBAURSVILLE","PA","18970","L&L LEASING COMPANY","2157561890","024387","","","","","","","","","","","","","","00","","","","4","1","01149869","12"
"2022119264","05","1","2740 MAYFAIR AVE","","SPRINGFIELD","MO","65808","NEW PRIME INC","4175213519","080000","","","","","N","","","","","","","01","","00","","","","1","1","00003706","06"
"2022012262","05","1","3603 E RAYMOND STREET","","INDIANAPOLIS","IN","46203","P A M TRANSPORT INC","8008797261","080000","","","","","N","","","","","","","","","00","","","","9","2","00179752","99"
"2022057099","05","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","N","","","","","","","","","00","","","","9","1","99999999","06"
"2022066824","02","7","3730 SANDHURST DR.","","YORK","PA","17403","REPUBLIC SERVICES OF PENNSYLVANI","7178142765","019260","","","","","N","","","","","","","01","","00","","","","4","2","00338394","03"
"2022100774","03","99","821 BROAD ST","","MONTOURSVILLE","PA","17754","MONTOURSVILLE FIRE DEPARTMENT","5703682260","054440","","","","","N","","","","","","","","","00","","","","3","1","99999999","04"
"2022100774","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","","","","00","","","","9","2","99999999","99"
